Name,"Full name","Description","Location","Coordinates","URL","Version","DNSSEC validation","No logs","Namecoin","Resolver address","Provider name","Provider public key","Provider public key TXT record"
adamas,"Adamas.ai DNSCrypt","DNSCrypt Server in LUX provided by adamas.ai","Luxembourg","","http.//adamas.ai","1","no","yes","no","80.90.43.162:5678","2.dnscrypt-cert.adamas.ai","6484:544A:4B91:F23A:E8AD:2AA3:6661:C419:D09B:C88D:B1AF:C314:E59D:2C36:0F81:FB99",""
adguard-dns,"AdGuard DNS","Remove ads and protect your computer from malware","Anycast","","https://adguard.com/en/adguard-dns/overview.html","1","no","yes","no","176.103.130.130:5443","2.dnscrypt.default.ns1.adguard.com","D12B:47F2:52DC:F2C2:BBF8:9910:86EA:F79C:E449:5D8B:16C8:A0C4:322E:52CA:3F39:0873","pk.default.ns1.adguard.com"
adguard-dns-family,"AdGuard DNS Family Protection","Adguard DNS with safesearch and adult content blocking","Anycast","","https://adguard.com/en/adguard-dns/overview.html","1","no","yes","no","176.103.130.132:5443","2.dnscrypt.family.ns1.adguard.com","B831:5DD7:B14B:6EE3:20A4:70DC:2ED6:B1AA:398C:C9E5:86F8:5D45:45D6:B8C9:B500:5ABA","pk.family.ns1.adguard.com"
adguard-dns-family-ns1,"Adguard DNS Family Protection 1","Adguard DNS with safesearch and adult content blocking","Anycast","","https://adguard.com/en/adguard-dns/overview.html","1","no","yes","no","176.103.130.132:5443","2.dnscrypt.family.ns1.adguard.com","B831:5DD7:B14B:6EE3:20A4:70DC:2ED6:B1AA:398C:C9E5:86F8:5D45:45D6:B8C9:B500:5ABA","pk.family.ns1.adguard.com"
adguard-dns-family-ns2,"Adguard DNS Family Protection 2","Adguard DNS with safesearch and adult content blocking","Anycast","","https://adguard.com/en/adguard-dns/overview.html","1","no","yes","no","176.103.130.134:5443","2.dnscrypt.family.ns2.adguard.com","8C21:17A9:EBC1:57D6:FB64:056F:0ADB:C11C:5D83:6734:73C4:6E25:8D9B:2F57:D4EE:351F","pk.family.ns2.adguard.com"
adguard-dns-ns1,"Adguard DNS 1","Remove ads and protect your computer from malware","Anycast","","https://adguard.com/en/adguard-dns/overview.html","1","no","yes","no","176.103.130.130:5443","2.dnscrypt.default.ns1.adguard.com","D12B:47F2:52DC:F2C2:BBF8:9910:86EA:F79C:E449:5D8B:16C8:A0C4:322E:52CA:3F39:0873","pk.default.ns1.adguard.com"
adguard-dns-ns2,"Adguard DNS 2","Remove ads and protect your computer from malware","Anycast","","https://adguard.com/en/adguard-dns/overview.html","1","no","yes","no","176.103.130.131:5443","2.dnscrypt.default.ns2.adguard.com","81D0:02D3:6A4C:A50C:473B:7479:650F:E12E:02B3:21CB:6138:562A:208E:403D:FDC5:5E94","pk.default.ns2.adguard.com"
bikinhappy-sg,"BikinHappy Singapore","provided by bikinhappy.com","Singapore","","http://dns.bikinhappy.com","1","yes","yes","no","172.104.46.253:443","2.dnscrypt-cert.dns.bikinhappy.com","7167:91A0:745E:17ED:1E73:D426:C697:E8DF:EE4B:476B:149F:8449:62DD:4615:BD71:5C70",""
bn-fr0,"Babylon Network France 0","Non-logging, uncensored DNS resolver provided by Babylon Network","Roubaix, France","","https://babylon.network","1","no","yes","no","5.135.66.222:5353","2.dnscrypt-cert.babylon.network","8794:070A:143D:35CA:1CA6:32E7:B189:3028:4EAE:5DAF:EBB4:01E3:DF52:E9F0:37AB:D182","pk.fr0.dnscrypt.babylon.network"
bn-fr1,"Babylon Network France 1","Non-logging, uncensored DNS resolver provided by Babylon Network","Roubaix, France","","https://babylon.network","1","no","yes","no","164.132.130.171:5353","2.dnscrypt-cert.babylon.network","8794:070A:143D:35CA:1CA6:32E7:B189:3028:4EAE:5DAF:EBB4:01E3:DF52:E9F0:37AB:D182","pk.fr1.dnscrypt.babylon.network"
bn-nl0,"Babylon Network Netherlands 0","Non-logging, uncensored DNS resolver provided by Babylon Network","Amsterdam, The Netherlands","","https://babylon.network","1","no","yes","no","87.253.152.190:5353","2.dnscrypt-cert.babylon.network","8794:070A:143D:35CA:1CA6:32E7:B189:3028:4EAE:5DAF:EBB4:01E3:DF52:E9F0:37AB:D182","pk.nl0.dnscrypt.babylon.network"
captnemo-in,"Nemo's DNS Resolver India","Non-logging, provided by Nemo","Bangalore, India","","https://captnemo.in/dnscrypt/","1","no","yes","no","139.59.48.222:4434","2.dnscrypt-cert.captnemo.in ","053A:DFF2:C5A3:2916:D81A:D88A:6779:2C30:2BAA:D5D2:8032:95E8:5A9B:D22F:8687:1E10","dnscrypt.captnemo.in"
cisco,"Cisco OpenDNS","Remove your DNS blind spot","Anycast","","https://www.opendns.com","1","no","no","no","208.67.220.220","2.dnscrypt-cert.opendns.com","B735:1140:206F:225D:3E2B:D822:D7FD:691E:A1C3:3CC8:D666:8D0C:BE04:BFAB:CA43:FB79",""
cisco-familyshield,"Cisco OpenDNS with FamilyShield","Block websites not suitable for children","Anycast","","https://www.opendns.com/home-internet-security/parental-controls/","1","no","no","no","208.67.220.123","2.dnscrypt-cert.opendns.com","B735:1140:206F:225D:3E2B:D822:D7FD:691E:A1C3:3CC8:D666:8D0C:BE04:BFAB:CA43:FB79",""
cisco-port53,"Cisco OpenDNS backward compatibility port 53","Remove your DNS blind spot","Anycast","","https://www.opendns.com","1","no","no","no","208.67.220.220:53","2.dnscrypt-cert.opendns.com","B735:1140:206F:225D:3E2B:D822:D7FD:691E:A1C3:3CC8:D666:8D0C:BE04:BFAB:CA43:FB79",""
cloudns-can,"CloudNS Canberra","CloudNS is an Australian based security focused DNS provider.","Canberra, AU","","https://cloudns.com.au","1","yes","yes","yes","113.20.6.2:443","2.dnscrypt-cert.cloudns.com.au","1971:7C1A:C550:6C09:F09B:ACB1:1AF7:C349:6425:2676:247F:B738:1C5A:243A:C1CC:89F4",""
cloudns-syd,"CloudNS Sydney","CloudNS is an Australian based security focused DNS provider.","Sydney, AU","","https://cloudns.com.au","1","yes","yes","yes","113.20.8.17:443","2.dnscrypt-cert-2.cloudns.com.au","67A4:323E:581F:79B9:BC54:825F:54FE:1025:8B4F:37EB:0D07:0BCE:4010:6195:D94F:E330",""
cpunks-ru,"Cypherpunks.ru","Cypherpunks.ru public DNS server","Russia","","http://www.cypherpunks.ru/DNSCrypt.html","1","no","yes","no","77.51.181.209:5353","2.dnscrypt-cert.cypherpunks.ru","1838:CCA3:D953:0A66:3433:5D50:05BD:3758:44E3:977E:E868:2B6C:5528:12BD:A78D:2E99",""
cs-caeast,"CS Canada east DNSCrypt server","provided by cryptostorm.is","Montreal, CA","","https://cryptostorm.is","1","no","yes","yes","167.114.84.132:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-cawest,"CS Canada west DNSCrypt server","provided by cryptostorm.is","Vancouver, CA","","https://cryptostorm.is","1","no","yes","yes","162.221.207.228:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-cfi,"CS cryptofree France DNSCrypt server","provided by cryptostorm.is","Paris, France","","https://cryptostorm.is","1","no","yes","yes","212.83.175.31:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-ch,"CS Switzerland DNSCrypt server","provided by cryptostorm.is","Baar, Switzerland","","https://cryptostorm.is","1","no","yes","yes","185.60.147.77:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-de,"CS Frankfurt, DE DNSCrypt server","provided by cryptostorm.is","Frankfurt, Germany","","https://cryptostorm.is","1","no","yes","yes","84.16.240.43:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-de3,"CS Dusseldorf, DE DNSCrypt server","provided by cryptostorm.is","Dusseldorf, Germany","","https://cryptostorm.is","1","no","yes","yes","89.163.214.174:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-dk,"CS Denmark DNSCrypt server","provided by cryptostorm.is","Copenhagen, Denmark","","https://cryptostorm.is","1","no","yes","yes","185.212.169.139:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-dk2,"CS secondary Denmark DNSCrypt server","provided by cryptostorm.is","Copenhagen, Denmark","","https://cryptostorm.is","1","no","yes","yes","185.212.169.139:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-fi,"CS Finland DNSCrypt server","provided by cryptostorm.is","Helsinki, Finland","","https://cryptostorm.is","1","no","yes","yes","185.117.118.20:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-fr,"CS France DNSCrypt server","provided by cryptostorm.is","Paris, France","","https://cryptostorm.is","1","no","yes","yes","212.129.46.86:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-fr2,"CS secondary France DNSCrypt server","provided by cryptostorm.is","Paris, France","","https://cryptostorm.is","1","no","yes","yes","212.129.46.32:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-lt,"CS Lithuania DNSCrypt server","provided by cryptostorm.is","Vilnius, Lithuania","","https://cryptostorm.is","1","no","yes","yes","46.166.170.10:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-lv,"CS Latvia DNSCrypt server","provided by cryptostorm.is","Riga, Latvia","","https://cryptostorm.is","1","no","yes","yes","80.233.134.52:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-md,"CS Moldova DNSCrypt server","provided by cryptostorm.is","Chisinau, Moldova","","https://cryptostorm.is","1","no","yes","yes","176.123.3.249:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-nl-ns1,"CS Netherlands DNSCrypt server","provided by cryptostorm.is","Rotterdam, Netherlands","","https://cryptostorm.is","1","no","yes","yes","213.163.64.208:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-nl-ns2,"CS Netherlands, NL DNSCrypt server","provided by cryptostorm.is","Roosendaal, Netherlands","","https://cryptostorm.is","1","no","yes","yes","185.107.80.84:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-pl,"CS Poland DNSCrypt server","provided by cryptostorm.is","Warsaw, Poland","","https://cryptostorm.is","1","no","yes","yes","5.133.8.187:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-pt,"CS Portugal DNSCrypt server","provided by cryptostorm.is","Lisbon, Portugal","","https://cryptostorm.is","1","no","yes","yes","109.71.42.228:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-rome,"CS Italy DNSCrypt server","provided by cryptostorm.is","Rome, Italy","","https://cryptostorm.is","1","no","yes","yes","185.94.193.234:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-uk,"CS England DNSCrypt server","provided by cryptostorm.is","Rugby, England","","https://cryptostorm.is","1","no","yes","yes","5.101.137.251:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-useast,"CS New York City NY US DNSCrypt server","provided by cryptostorm.is","Buffalo, NY","","https://cryptostorm.is","1","no","yes","yes","173.234.159.235:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-useast2,"CS Washington DC US DNSCrypt server","provided by cryptostorm.is","Washington, DC","","https://cryptostorm.is","1","no","yes","yes","198.7.58.227:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-usnorth,"CS Chicago IL US DNSCrypt server","provided by cryptostorm.is","Chicago, IL","","https://cryptostorm.is","1","no","yes","yes","173.234.56.115:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-ussouth,"CS Dallas TX US DNSCrypt server","provided by cryptostorm.is","Dallas, TX","","https://cryptostorm.is","1","no","yes","yes","209.58.147.36:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-ussouth2,"CS Atlanta GA US DNSCrypt server","provided by cryptostorm.is","Atlanta, GA","","https://cryptostorm.is","1","no","yes","yes","108.62.19.131:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-uswest,"CS Seattle WA US DNSCrypt server","provided by cryptostorm.is","Seattle, WA","","https://cryptostorm.is","1","no","yes","yes","64.120.5.251:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-uswest3,"CS secondary Las Vegas NV US DNSCrypt server","provided by cryptostorm.is","Las Vegas, NV","","https://cryptostorm.is","1","no","yes","yes","104.238.195.139:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
cs-uswest5,"CS Los Angeles CA US DNSCrypt server","provided by cryptostorm.is","Los Angeles, CA","","https://cryptostorm.is","1","no","yes","yes","173.208.95.75:443","2.dnscrypt-cert.cryptostorm.is","3133:72AD:5956:32C2:416B:872F:098F:851B:DDB9:6528:4C6C:BE9A:4F19:0964:30DB:A95A",""
d0wn-es-ns1,"D0wn Resolver Spain 01","Server provided by Martin 'd0wn' Albus","Spain","","https://dns.d0wn.biz","1","yes","yes","no","91.142.220.29:5353","2.dnscrypt-cert.es.d0wn.biz","EB09:E854:AEDA:9705:CB47:ED69:EADD:4156:3653:82C5:C88D:A2E3:6917:3B54:4774:7505","pubkey.es.dnscrypt.d0wn.biz"
d0wn-fr-ns1,"D0wn Resolver France 01","Server provided by Martin 'd0wn' Albus","France","","https://dns.d0wn.biz","1","yes","yes","no","151.80.7.115:5353","2.dnscrypt-cert.fr.d0wn.biz","58A8:22D3:29EB:C14F:BCEB:45AF:42EB:2F58:C797:0AD3:ED31:397D:1D34:8636:2375:7251","pubkey.fr.dnscrypt.d0wn.biz"
d0wn-gr-ns1,"D0wn Resolver Greece 01","Server provided by Martin 'd0wn' Albus","Greece","","https://dns.d0wn.biz","1","yes","yes","no","85.25.105.193:1053","2.dnscrypt-cert.gr.d0wn.biz","B19C:0B5C:48F2:58FA:0BE4:67F4:5F50:BC7F:985F:C544:8A4F:BC9D:5574:5A35:5701:8009","pubkey.gr.dnscrypt.d0wn.biz"
d0wn-is-ns1,"D0wn Resolver Iceland 01","Server provided by Martin 'd0wn' Albus","Iceland","","https://dns.d0wn.biz","1","yes","yes","no","37.235.49.61:1053","2.dnscrypt-cert.is.d0wn.biz","2B28:974E:073A:6B38:722A:5BE1:F7A0:250C:508F:A809:238F:8F3D:76D8:6098:20D7:B2D9","pubkey.is.dnscrypt.d0wn.biz"
d0wn-is-ns2,"D0wn Resolver Iceland 02","Server provided by Martin 'd0wn' Albus","Iceland","","https://dns.d0wn.biz","1","yes","yes","no","93.95.226.165:1053","2.dnscrypt-cert.is2.d0wn.biz","8460:34A9:C630:CA3C:04AC:4A90:1625:F17A:87B2:ACB9:4180:AC48:1E2C:10E8:CEDE:1A6F","pubkey.is2.dnscrypt.d0wn.biz"
d0wn-lv-ns1,"D0wn Resolver Latvia 01","Server provided by Martin 'd0wn' Albus","Latvia","","https://dns.d0wn.biz","1","yes","yes","no","89.111.13.60:443","2.dnscrypt-cert.lv.d0wn.biz","9AC3:6B4C:7ADB:E7D6:D697:B6BF:151C:151A:B291:8C5D:B912:15F8:B986:5926:33A4:A5E1","pubkey.lv.dnscrypt.d0wn.biz"
d0wn-lv-ns2,"D0wn Resolver Latvia 02","Server provided by Martin 'd0wn' Albus","Latvia","","https://dns.d0wn.biz","1","yes","yes","no","185.86.151.28:443","2.dnscrypt-cert.lv2.d0wn.biz","B111:F80C:E3E0:1C36:CC73:0995:009E:6351:EF08:0503:309D:9417:7AA3:8C67:916D:0CDF","pubkey.lv.dnscrypt.d0wn.biz"
d0wn-mx-ns1,"D0wn Resolver Mexico 01","Server provided by Martin 'd0wn' Albus","Mexico","","https://dns.d0wn.biz","1","yes","yes","no","201.131.126.212:443","2.dnscrypt-cert.mx.d0wn.biz","999E:63F0:0DE7:C171:3A72:5625:2A3F:097B:EC3A:D28F:BE28:7569:5C37:E80D:3D55:4FD0","pubkey.mx.dnscrypt.d0wn.biz"
d0wn-random-ns1,"D0wn Resolver Moldova Random 01","Server provided by Martin 'd0wn' Albus","Moldova","","https://dns.d0wn.biz","1","yes","yes","no","178.17.170.133:443","2.dnscrypt-cert.random.d0wn.biz","A420:867F:ED5C:024C:C86A:EECE:AA05:194B:017F:D2FF:9E72:385A:874F:8CE5:6832:ED2E","pubkey.random.dnscrypt.d0wn.biz"
d0wn-random-ns2,"D0wn Resolver Netherlands Random 02","Server provided by Martin 'd0wn' Albus","Netherlands","","https://dns.d0wn.biz","1","yes","yes","no","185.14.29.140:1053","2.dnscrypt-cert.random2.d0wn.biz","7D73:F486:3C01:4CC9:B278:D107:F254:7A4F:1EA2:1081:07B0:CB82:645A:D8A4:B98A:B327","pubkey.random2.dnscrypt.d0wn.biz"
d0wn-ru-ns1,"D0wn Resolver Russia 01","Server provided by Martin 'd0wn' Albus","Russia","","https://dns.d0wn.biz","1","yes","yes","no","91.214.71.181:443","2.dnscrypt-cert.ru.d0wn.biz","0ECA:BC40:E0A1:335F:0221:4240:AB86:2919:D16A:2393:CCEB:4B40:9EB9:4F24:3077:ED99","pubkey.ru.dnscrypt.d0wn.biz"
d0wn-se-ns1,"D0wn Resolver Sweden 01","Server provided by Martin 'd0wn' Albus","Sweden","","https://dns.d0wn.biz","1","yes","yes","no","95.215.44.124:443","2.dnscrypt-cert.se.d0wn.biz","9D4F:762B:DD24:F77A:64B4:7E0F:F5C6:93FD:A02A:39E9:8FEC:0CEE:F252:3A5F:A403:C032","pubkey.se.dnscrypt.d0wn.biz"
d0wn-se-ns2,"D0wn Resolver Sweden 02","Server provided by Martin 'd0wn' Albus","Sweden","","https://dns.d0wn.biz","1","yes","yes","no","31.220.5.186:443","2.dnscrypt-cert.se2.d0wn.biz","C57D:D6A4:178E:ADE2:D0C0:B138:A4D4:074A:DF59:1488:8711:5CAC:EB60:A37B:3492:DA15","pubkey.se2.dnscrypt.d0wn.biz"
d0wn-tz-ns1,"D0wn Resolver Tanzania 01","Server provided by Martin 'd0wn' Albus","Tanzania","","https://dns.d0wn.biz","1","yes","yes","no","41.79.69.13:443","2.dnscrypt-cert.tz.d0wn.biz","D606:15FB:D145:3BA1:4E76:8A3E:5C5C:B3AC:1746:1331:463D:A0AF:8CF7:DF04:DA4D:756D","pubkey.tz.dnscrypt.d0wn.biz"
d0wn-us-ns4,"D0wn Resolver United States of America 04","Server provided by Martin 'd0wn' Albus","United States of America","","https://dns.d0wn.biz","1","yes","yes","no","107.181.168.52:443","2.dnscrypt-cert.us4.d0wn.biz","F392:5D53:A315:66C2:ACF2:B2D2:8A69:6739:B066:1B8C:EF1B:3AFD:E828:0D83:D4EA:6D7D","pubkey.us4.dnscrypt.d0wn.biz"
dns.btr.zone,"BTR.Zone DNSCrypt resolver","Free of logs and censors by BTR.Zone","Falkenstein, Germany","","https://btr.zone","1","yes","yes","no","94.130.67.138:443","2.dnscrypt-cert.dns.btr.zone","99DA:E67E:C45B:8659:0E0D:4F65:337C:05B4:FACF:3568:382C:210D:2CD2:3A84:EFB4:7D32","pk.dns.btr.zone"
dnscrypt.ca-1,"dnscrypt.ca Server 1","Uncensored DNSSEC validating and log-free","Montreal, Canada","","https://dnscrypt.ca/","1","yes","yes","no","199.167.130.118:5353","2.dnscrypt-cert.dnscrypt.ca-1","74F7:4555:17BC:26F7:1177:E56D:7293:2788:6C72:915B:3F46:2830:3F91:0C47:C38E:8279","1.pk.dnscrypt.ca"
dnscrypt.ca-2,"dnscrypt.ca Server 2","Uncensored DNSSEC validating and log-free","Montreal, Canada","","https://dnscrypt.ca/","1","yes","yes","no","199.167.128.112:5353","2.dnscrypt-cert.dnscrypt.ca-2","43D5:2C82:5922:96C2:DB6F:8D48:CE22:4FDC:C726:26E1:06F6:E388:6193:FA00:9029:631B","2.pk.dnscrypt.ca"
dnscrypt.ca-3,"dnscrypt.ca Server 3","Uncensored DNSSEC validating and log-free","Ottawa, Canada","","https://dnscrypt.ca/","1","yes","yes","no","69.165.220.221:5353","2.dnscrypt-cert.dnscrypt.ca-3","1F98:87D8:4EDC:C5C7:A123:C862:0A6D:4B6B:CB91:45A1:994F:6BF6:6643:EB2C:9E33:DE5B","3.pk.dnscrypt.ca"
dnscrypt.eu-dk,"DNSCrypt.eu Denmark","Free, non-logged, uncensored. Hosted by Netgroup.","Denmark","","https://dnscrypt.eu","1","yes","yes","no","77.66.84.233","2.dnscrypt-cert.resolver2.dnscrypt.eu","3748:5585:E3B9:D088:FD25:AD36:B037:01F5:520C:D648:9E9A:DD52:1457:4955:9F0A:9955","pubkey.resolver2.dnscrypt.eu"
dnscrypt.eu-dk-port5353,"DNSCrypt.eu Denmark (port 5353)","Free, non-logged, uncensored. Hosted by Netgroup.","Denmark","","https://dnscrypt.eu","1","yes","yes","no","77.66.84.233:5353","2.dnscrypt-cert.resolver2.dnscrypt.eu","3748:5585:E3B9:D088:FD25:AD36:B037:01F5:520C:D648:9E9A:DD52:1457:4955:9F0A:9955","pubkey.resolver2.dnscrypt.eu"
dnscrypt.eu-nl,"DNSCrypt.eu Holland","Free, non-logged, uncensored. Hosted by RamNode.","Netherlands","","https://dnscrypt.eu","1","yes","yes","no","176.56.237.171","2.dnscrypt-cert.resolver1.dnscrypt.eu","67C0:0F2C:21C5:5481:45DD:7CB4:6A27:1AF2:EB96:9931:40A3:09B6:2B8D:1653:1185:9C66","pubkey.resolver1.dnscrypt.eu"
dnscrypt.eu-nl-port5353,"DNSCrypt.eu Holland (port 5353)","Free, non-logged, uncensored. Hosted by RamNode.","Netherlands","","https://dnscrypt.eu","1","yes","yes","no","176.56.237.171:5353","2.dnscrypt-cert.resolver1.dnscrypt.eu","67C0:0F2C:21C5:5481:45DD:7CB4:6A27:1AF2:EB96:9931:40A3:09B6:2B8D:1653:1185:9C66","pubkey.resolver1.dnscrypt.eu"
dnscrypt.nl-ns0,"DNSCrypt.nl The Netherlands (NL)","Public DNSCrypt server in Amsterdam, the Netherlands","Netherlands","","https://dnscrypt.nl","1","yes","yes","no","45.76.35.212","2.dnscrypt-cert.ns0.dnscrypt.nl","4C84:FB8C:0511:5DFA:5F97:C5ED:0329:1370:C78A:BCD6:4E15:DD53:AB08:DE72:FB84:4ACA","pkey.ns0.dnscrypt.nl"
